,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,SensorTime,Time,Label,Fft_gx1,Fft_gx2,Fft_gx3,Fft_gy1,Fft_gy2,Fft_gy3,Fft_gz1,Fft_gz2,Fft_gz3
727,3.29,0.59,-3.54,48.38,-13.0,18.69,-13.57,2.59,-4.52,-0.71,0.01,0.67,0.24,606557,40817,W,1.0304808061383826,0.06404874171797333,0.06725706183753831,0.4586905559895397,0.0964565902314011,0.0840197953000207,1.5889842233637352,0.21659443125527006,0.29142686862629236
728,3.29,0.59,-3.54,48.38,-13.0,18.69,-12.77,4.09,-5.39,-0.71,0.01,0.67,0.24,606597,40857,W,0.8867165432709972,0.06336617687217157,0.05998942645334259,0.5373955878995735,0.09277714719494638,0.08605292471431931,1.5032663528333854,0.2466110807836294,0.27665483127674756
729,3.29,0.59,-3.54,48.38,-13.0,18.69,-11.73,5.73,-4.59,-0.71,0.01,0.67,0.24,606639,40899,W,0.7224568788756217,0.061610597865532246,0.05757112061266313,0.6113162706023064,0.0874471104350158,0.08673703816242759,1.3739521204681189,0.2469374173377588,0.26917624504471105
730,2.24,2.09,0.9,48.38,-13.0,18.69,-11.73,5.73,-4.59,-0.71,0.01,0.67,0.24,606680,40940,W,0.573115598661719,0.061649474633356335,0.047957455086517525,0.6677477345497047,0.0753231209043616,0.08997800171326455,1.197923883396668,0.2312003853952218,0.2521538344137271
731,2.24,2.09,0.9,48.38,-13.0,18.69,-19.13,6.54,15.25,-0.71,0.01,0.67,0.24,606721,40981,T,0.4929866016067837,0.06524791784992219,0.030101356542162234,0.7079742030501693,0.06068474534474313,0.09318100644705875,0.9990622588348155,0.20070485462621546,0.22556557784740788
732,2.24,2.09,0.9,48.38,-13.0,18.69,-9.01,-4.23,0.23,-0.71,0.01,0.67,0.24,606761,41021,T,0.5205445860762126,0.07132204115818383,0.019616562125876234,0.7389766332394759,0.047766903297630385,0.09669407661142733,0.8003890299406485,0.15797271159854645,0.1953017535345877
733,2.24,2.09,0.9,48.38,-13.0,18.69,-9.66,-3.23,-0.68,-0.71,0.01,0.67,0.24,606800,41060,T,0.6224228472460712,0.08372572245652327,0.04318734659362218,0.7683985976632447,0.047386476090435115,0.10150937912959991,0.6226946000082884,0.11173868872908266,0.15699276291426767
734,2.24,2.09,0.9,-28.31,-55.56,0.88,-9.66,-3.23,-0.68,-0.71,0.01,0.67,0.24,606839,41099,T,0.733397687911936,0.0978122918909102,0.07393137062098937,0.7964921756711232,0.06202695966201961,0.10627074402340811,0.48208462777941014,0.06702877831408635,0.11977915509263598
735,2.24,2.09,0.9,-28.31,-55.56,0.88,-9.05,-3.23,0.5,-0.71,0.01,0.67,0.24,606880,41140,T,0.8090744264102037,0.1112973277615739,0.10184391715239635,0.8153125464746939,0.08097791339406821,0.11000130691492292,0.3846435344686865,0.040405270878776434,0.09005074340077986
736,2.24,2.09,0.9,-28.31,-55.56,0.88,-9.39,-3.34,-0.23,-0.71,0.01,0.67,0.24,606920,41180,T,0.8290920180410984,0.12214592306811499,0.12582614838415582,0.8130428532726117,0.09663250128799354,0.11351828845035083,0.3252414405058907,0.042921598472849376,0.064905981481534
